event_name,tweet_id,tweet_text,label
california_wildfires,917793137925459968,rt california wildfires destroy 50 structures kakenews,infrastructure_and_utility_damage
california_wildfires,917793137925459968,rt california wildfires destroy 50 structures kakenews,infrastructure_and_utility_damage
california_wildfires,917793137925459968,rt california wildfires destroy 50 structures kakenews,infrastructure_and_utility_damage
california_wildfires,917815040962695168,rt photos california destructive wildfires via,infrastructure_and_utility_damage
california_wildfires,917828283047260161,why california wildfires worse fall,other_relevant_information
california_wildfires,917828283047260161,why california wildfires worse fall,other_relevant_information
california_wildfires,917828283047260161,why california wildfires worse fall,other_relevant_information
california_wildfires,917830092620836864,playing new friend chai she california fire evacuee starting us days i,not_humanitarian
california_wildfires,917830092620836864,playing new friend chai she california fire evacuee starting us days i,not_humanitarian
california_wildfires,917830092620836864,playing new friend chai she california fire evacuee starting us days i,not_humanitarian
california_wildfires,917830092620836864,playing new friend chai she california fire evacuee starting us days i,not_humanitarian
california_wildfires,917832022017445888,rt calistoga fire tubbsfire napafire abc7now kron4news fire california napa,not_humanitarian
california_wildfires,917832022017445888,rt calistoga fire tubbsfire napafire abc7now kron4news fire california napa,not_humanitarian
california_wildfires,917954508231184385,rt when entire state california fire,other_relevant_information
california_wildfires,917954508231184385,rt when entire state california fire,other_relevant_information
california_wildfires,917991257594572800,emergency medical supplies delivered tonight sonoma public health evacuees northern california wildfires,rescue_volunteering_or_donation_effort
california_wildfires,917991257594572800,emergency medical supplies delivered tonight sonoma public health evacuees northern california wildfires,rescue_volunteering_or_donation_effort
california_wildfires,917991257594572800,emergency medical supplies delivered tonight sonoma public health evacuees northern california wildfires,rescue_volunteering_or_donation_effort
california_wildfires,917991257594572800,emergency medical supplies delivered tonight sonoma public health evacuees northern california wildfires,rescue_volunteering_or_donation_effort
california_wildfires,918046279120408576,the devastating wildfires california still letting details right 5 30 abc11,other_relevant_information
california_wildfires,918046279120408576,the devastating wildfires california still letting details right 5 30 abc11,other_relevant_information
california_wildfires,918312987299012608,rt meanwhile california fire looks like living blade runner,not_humanitarian
california_wildfires,918312987299012608,rt meanwhile california fire looks like living blade runner,not_humanitarian
california_wildfires,918354135350616064,anyways i drove redwood forest next california wildfires,other_relevant_information
california_wildfires,919578094398144513,during summer long research ircurve the great basin inhale exhale noted,not_humanitarian
california_wildfires,919578094398144513,during summer long research ircurve the great basin inhale exhale noted,not_humanitarian
california_wildfires,919605179443490822,the conspiracy nuts saying california wildfires set atmospheric weapon,other_relevant_information
california_wildfires,919668662688239627,galifornia spain picture amazon brazil california the world fire d 1,not_humanitarian
california_wildfires,919715738104995840,california wildfire north yosemite today,other_relevant_information
california_wildfires,919715738104995840,california wildfire north yosemite today,other_relevant_information
california_wildfires,919806240183631872,scottsdale fire crew helps battle northern california fires,rescue_volunteering_or_donation_effort
california_wildfires,919806240183631872,scottsdale fire crew helps battle northern california fires,rescue_volunteering_or_donation_effort
california_wildfires,919871048652394496,red sun crosby beach looks like california sun wildfires liverpool hurricaneophelia,not_humanitarian
california_wildfires,919871048652394496,red sun crosby beach looks like california sun wildfires liverpool hurricaneophelia,not_humanitarian
california_wildfires,919935983314984960,hotels destroyed killer california wildfires event meeting planner,infrastructure_and_utility_damage
california_wildfires,919974245106626561,stunning maps images,other_relevant_information
california_wildfires,920005307148804096,on road live shot location afternoon some california wildfires left behind,infrastructure_and_utility_damage
california_wildfires,920005307148804096,on road live shot location afternoon some california wildfires left behind,infrastructure_and_utility_damage
california_wildfires,920310501451509762,california may fire damn sunrise,not_humanitarian
california_wildfires,920310501451509762,california may fire damn sunrise,not_humanitarian
california_wildfires,920474622205628416,engineered drought causing wildfires,other_relevant_information
california_wildfires,920474622205628416,engineered drought causing wildfires,other_relevant_information
california_wildfires,920650692951494656,forest city native shares experience evacuating california wildfires,not_humanitarian
california_wildfires,920650692951494656,forest city native shares experience evacuating california wildfires,not_humanitarian
california_wildfires,920831780629782528,fighting wildfire santa cruz california washington strike team 2 cowlitz clark counties,rescue_volunteering_or_donation_effort
california_wildfires,920831780629782528,fighting wildfire santa cruz california washington strike team 2 cowlitz clark counties,rescue_volunteering_or_donation_effort
california_wildfires,920886980745056256,rt acrylic painting wood gesso primer i california wildfires mind,not_humanitarian
california_wildfires,920886980745056256,rt acrylic painting wood gesso primer i california wildfires mind,not_humanitarian
california_wildfires,921095476455321600,obama nation destroyed 164 million trees california forests fire tinderbox,infrastructure_and_utility_damage
california_wildfires,922144749632479232,residents recall night flee redwoodvalleyfire,affected_individuals
california_wildfires,922890988863021056,getting ready wrap send cc,not_humanitarian
california_wildfires,922890988863021056,getting ready wrap send cc,not_humanitarian
california_wildfires,923649563746897920,the windows background fire california right believe in global warming yet lol,infrastructure_and_utility_damage
california_wildfires,923706401049911297,california much fire,other_relevant_information
california_wildfires,923706401049911297,california much fire,other_relevant_information
srilanka_floods,869972354004393987,pak navy continues humanitarian assistance disaster relief operations flood stricken sri lanka respect,rescue_volunteering_or_donation_effort
